ACC_X,ACC_Y,ACC_Z,Time
-273.284912,298.187256,740.29541,1.488915
-247.741699,273.284912,739.28833,1.48969
-254.974365,275.756836,727.294922,1.490442
-224.212646,268.157959,744.598389,1.491214
-256.439209,258.636475,736.26709,1.491984
-231.811523,267.700195,727.478027,1.492728
-218.261719,273.193359,727.935791,1.493471
-246.826172,265.777588,722.53418,1.494214
-248.382568,258.81958,730.316162,1.494967
-211.395264,271.820068,720.794678,1.495754
-227.233887,292.053223,708.1604,1.4965
-219.726562,290.679932,711.82251,1.497242
-214.416504,286.468506,711.730957,1.498001
-209.93042,294.433594,700.012207,1.498744
-210.571289,304.595947,706.878662,1.499486
-202.423096,309.906006,705.047607,1.500229
-207.000732,308.71582,703.491211,1.500981
-200.500488,315.673828,709.716797,1.501724
-199.951172,326.751709,705.871582,1.502466
-188.598633,355.041504,712.463379,1.503208
-184.204102,365.570068,712.463379,1.503968
-198.21167,346.5271,739.929199,1.504717
-206.176758,316.772461,752.01416,1.50546
-218.078613,333.068848,767.852783,1.506202
-226.593018,330.047607,779.388428,1.506957
-250.12207,335.998535,781.494141,1.507699
-224.578857,351.745605,783.050537,1.508441
-233.184814,355.682373,798.980713,1.509183
-264.770508,354.492188,815.734863,1.509936
-244.354248,353.302002,805.389404,1.510679
-230.072021,350.921631,804.382324,1.511421
-253.692627,371.520996,817.657471,1.512164
-238.677979,373.077393,811.065674,1.512916
-210.479736,369.140625,808.868408,1.513658
-210.021973,376.556396,814.178467,1.5144
-208.282471,373.443604,820.037842,1.515142
-203.887939,366.943359,811.340332,1.515894
-202.056885,371.887207,804.290771,1.516637
-207.641602,377.01416,809.783936,1.517379
-219.360352,370.056152,804.56543,1.518121
-211.303711,370.330811,802.276611,1.518883
-212.585449,380.859375,806.121826,1.519625
-225.769043,370.422363,809.967041,1.520367
-215.606689,370.330811,812.438965,1.521109
-226.959229,362.27417,804.748535,1.521861
-222.198486,366.668701,799.346924,1.522604
-238.586426,374.176025,793.579102,1.523346
-232.910156,370.239258,794.586182,1.524088
-226.226807,372.802734,794.219971,1.52484
-226.043701,378.02124,798.706055,1.525583
-221.557617,377.929688,798.614502,1.526325
-217.895508,389.373779,798.339844,1.527061
-218.444824,385.162354,795.227051,1.527806
-226.776123,381.68335,797.424316,1.528549
-227.600098,381.04248,800.537109,1.529291
-238.677979,389.923096,802.91748,1.530076
-238.220215,382.781982,799.438477,1.530827
-237.945557,391.387939,803.009033,1.531569
-235.656738,395.690918,778.747559,1.532315
-238.311768,387.817383,791.473389,1.533057
-244.537354,393.218994,780.670166,1.533809
-245.269775,398.620605,794.586182,1.534551
-254.608154,386.169434,801.818848,1.535293
-259.094238,386.444092,807.769775,1.536036
-251.495361,392.120361,802.825928,1.536778
-253.692627,387.084961,800.170898,1.53752
-235.107422,389.373779,784.790039,1.538356
-252.960205,381.225586,782.592773,1.5391
-249.11499,389.648438,790.374756,1.539854
-258.544922,389.648438,780.761719,1.540597
-250.305176,384.613037,782.043457,1.54134
-242.431641,379.486084,778.198242,1.542082
-253.509521,383.422852,760.894775,1.542835
-263.48877,396.606445,776.550293,1.543578
-267.150879,387.268066,757.873535,1.54432
-272.094727,391.937256,762.817383,1.545063
-268.432617,395.141602,769.958496,1.545872
-278.137207,401.824951,760.345459,1.546617
-263.946533,402.374268,759.979248,1.547359
-287.017822,388.092041,771.057129,1.548135
-283.447266,389.373779,783.416748,1.548892
-281.890869,385.253906,775.726318,1.549635
