ACC_X,ACC_Y,ACC_Z,Time
-76.446533,918.640137,381.408691,1.726403
-77.270508,915.252686,388.183594,1.727144
-71.868896,915.435791,397.064209,1.727885
-70.404053,919.189453,399.993896,1.728625
-64.63623,919.372559,412.811279,1.729366
-66.101074,923.675537,407.592773,1.730107
-60.974121,917.449951,413.360596,1.730856
-71.685791,912.597656,406.951904,1.731598
-65.826416,924.041748,399.44458,1.732339
-66.101074,912.139893,409.973145,1.73308
-65.460205,913.696289,404.388428,1.73382
-69.763184,922.76001,401.275635,1.73457
-66.467285,921.112061,415.557861,1.735311
-68.115234,918.457031,415.283203,1.736051
-75.164795,921.112061,405.12085,1.736792
-75.073242,923.76709,409.606934,1.737543
-62.62207,928.80249,419.311523,1.738283
-66.833496,922.76001,419.952393,1.739024
-59.509277,922.393799,426.727295,1.739764
-64.544678,927.429199,433.959961,1.740514
-64.453125,925.140381,419.677734,1.741255
-59.692383,922.027588,419.036865,1.742091
-55.114746,918.640137,417.388916,1.742833
-56.762695,921.936035,413.726807,1.743574
-59.692383,919.189453,418.121338,1.744314
-68.664551,908.569336,403.747559,1.745055
-69.854736,903.259277,402.191162,1.745811
-63.537598,911.132812,401.550293,1.746555
-65.093994,899.871826,398.254395,1.747297
-69.763184,897.674561,402.099609,1.748038
-58.776855,904.174805,409.14917,1.748781
-60.241699,908.935547,410.064697,1.749522
-53.741455,905.548096,406.860352,1.750263
-53.741455,904.541016,405.212402,1.751003
-54.656982,906.280518,404.663086,1.751744
-58.959961,898.681641,402.832031,1.752485
-53.375244,891.63208,404.754639,1.753225
-49.438477,903.991699,400.177002,1.753966
-48.156738,895.935059,400.085449,1.754722
-58.135986,893.829346,396.881104,1.755464
-65.093994,889.709473,396.148682,1.756204
-54.107666,895.202637,395.41626,1.756958
-63.354492,886.413574,399.169922,1.757704
-55.480957,869.934082,391.479492,1.758445
-56.396484,890.991211,391.479492,1.759186
-56.57959,895.477295,393.218994,1.759927
-53.466797,891.265869,393.218994,1.760667
-52.459717,887.969971,395.965576,1.761408
-59.143066,890.350342,391.571045,1.76215
-58.135986,887.145996,393.218994,1.762899
-54.290771,893.920898,390.472412,1.763665
-61.431885,886.59668,382.141113,1.764415
-61.889648,891.357422,382.049561,1.765156
-65.826416,879.91333,378.753662,1.765896
-67.199707,883.666992,375.915527,1.766656
-67.016602,887.512207,375.915527,1.767397
-57.58667,889.61792,392.669678,1.768138
-54.199219,889.984131,379.486084,1.768913
-57.220459,893.920898,387.268066,1.769694
-56.57959,892.272949,396.42334,1.770457
-54.656982,889.61792,393.4021,1.771206
-58.227539,890.625,398.4375,1.771947
-56.671143,883.666992,396.514893,1.77271
-58.868408,896.575928,392.852783,1.773451
-65.551758,895.111084,394.592285,1.774192
-54.748535,897.583008,400.909424,1.774933
-62.896729,895.477295,402.923584,1.775683
-56.671143,897.30835,404.205322,1.776424
-54.290771,899.139404,402.557373,1.777164
-49.438477,891.082764,398.803711,1.777905
-49.346924,894.195557,401.916504,1.778694
-52.734375,894.012451,404.571533,1.779436
